Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-123.18,49.19,VANCOUVER INTL A,1108395,1/1/2019,2019,1,1,,5.3,,0.8,,3.1,,14.9,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/2/2019,2019,1,2,,5.5,,2.4,,4,,14,,0,,3.4,,0,T,3.4,,,,6,,41,
-123.18,49.19,VANCOUVER INTL A,1108395,1/3/2019,2019,1,3,,9.5,,4.5,,7,,11,,0,,54.8,,0,,54.8,,,,14,,54,
-123.18,49.19,VANCOUVER INTL A,1108395,1/4/2019,2019,1,4,,10.4,,6.1,,8.3,,9.7,,0,,9.6,,0,,9.6,,,,15,,45,
-123.18,49.19,VANCOUVER INTL A,1108395,1/5/2019,2019,1,5,,8.7,,5.3,,7,,11,,0,,3.2,,0,,3.2,,,,10,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,1/6/2019,2019,1,6,,7.9,,3.3,,5.6,,12.4,,0,,6.8,,0,,6.8,,,,24,,59,
-123.18,49.19,VANCOUVER INTL A,1108395,1/7/2019,2019,1,7,,5.8,,0.5,,3.2,,14.8,,0,,0,,0,T,0,T,,,28,,54,
-123.18,49.19,VANCOUVER INTL A,1108395,1/8/2019,2019,1,8,,5.5,,-1,,2.3,,15.7,,0,,2.4,,0,,2.4,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/9/2019,2019,1,9,,10.5,,3.8,,7.2,,10.8,,0,,6.8,,0,,6.8,,,,15,,54,
-123.18,49.19,VANCOUVER INTL A,1108395,1/10/2019,2019,1,10,,11.1,,8.2,,9.7,,8.3,,0,,3.6,,0,,3.6,,,,15,,45,
-123.18,49.19,VANCOUVER INTL A,1108395,1/11/2019,2019,1,11,,10.2,,3.5,,6.9,,11.1,,0,,0,T,0,,0,T,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/12/2019,2019,1,12,,11.3,,-0.2,,5.6,,12.4,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/13/2019,2019,1,13,,8.7,,0.8,,4.8,,13.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/14/2019,2019,1,14,,4.9,,-1.9,,1.5,,16.5,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/15/2019,2019,1,15,,5.3,,-2,,1.7,,16.3,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/16/2019,2019,1,16,,7.2,,-1.8,,2.7,,15.3,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/17/2019,2019,1,17,,10.4,,0.1,,5.3,,12.7,,0,,12.2,,0,,12.2,,,,9,,41,
-123.18,49.19,VANCOUVER INTL A,1108395,1/18/2019,2019,1,18,,9.8,,6.8,,8.3,,9.7,,0,,7.4,,0,,7.4,,,,13,,50,
-123.18,49.19,VANCOUVER INTL A,1108395,1/19/2019,2019,1,19,,9.6,,4.2,,6.9,,11.1,,0,,2,,0,,2,,,,21,,63,
-123.18,49.19,VANCOUVER INTL A,1108395,1/20/2019,2019,1,20,,7.3,,1.9,,4.6,,13.4,,0,,0,,0,,0,,,,30,,46,
-123.18,49.19,VANCOUVER INTL A,1108395,1/21/2019,2019,1,21,,7,,-1.6,,2.7,,15.3,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/22/2019,2019,1,22,,5.7,,3.5,,4.6,,13.4,,0,,20,,0,,20,,,,6,,42,
-123.18,49.19,VANCOUVER INTL A,1108395,1/23/2019,2019,1,23,,6.8,,4.5,,5.7,,12.3,,0,,6.4,,0,,6.4,,,,30,,42,
-123.18,49.19,VANCOUVER INTL A,1108395,1/24/2019,2019,1,24,,7.3,,4.8,,6.1,,11.9,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/25/2019,2019,1,25,,7.7,,3.8,,5.8,,12.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/26/2019,2019,1,26,,7.9,,4.1,,6,,12,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/27/2019,2019,1,27,,7.5,,0.8,,4.2,,13.8,,0,,0.6,,0,,0.6,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/28/2019,2019,1,28,,7.2,,-1.6,,2.8,,15.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/29/2019,2019,1,29,,7.5,,-3,,2.3,,15.7,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/30/2019,2019,1,30,,6.2,,-0.7,,2.8,,15.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,1/31/2019,2019,1,31,,8.5,,3.5,,6,,12,,0,,1.6,,0,,1.6,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/1/2019,2019,2,1,,8.5,,5.5,,7,,11,,0,,20.8,,0,,20.8,,,,8,,35,
-123.18,49.19,VANCOUVER INTL A,1108395,2/2/2019,2019,2,2,,7.4,,2.4,,4.9,,13.1,,0,,0,,0,,0,,,,29,,45,
-123.18,49.19,VANCOUVER INTL A,1108395,2/3/2019,2019,2,3,,4.2,,-4,,0.1,,17.9,,0,,0.2,,0.2,,0.4,,0,T,11,,50,
-123.18,49.19,VANCOUVER INTL A,1108395,2/4/2019,2019,2,4,,0.7,,-6.2,,-2.8,,20.8,,0,,0,,1.4,,0.6,,1,,32,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2/5/2019,2019,2,5,,0.5,,-8.2,,-3.9,,21.9,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/6/2019,2019,2,6,,1.6,,-7.3,,-2.9,,20.9,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/7/2019,2019,2,7,,2,,-5.9,,-2,,20,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/8/2019,2019,2,8,,1.4,,-3.1,,-0.9,,18.9,,0,,0,,0.2,,0.2,,,,5,,41,
-123.18,49.19,VANCOUVER INTL A,1108395,2/9/2019,2019,2,9,,4.1,,-4.8,,-0.4,,18.4,,0,,0,,0,,0,,,,4,,46,
-123.18,49.19,VANCOUVER INTL A,1108395,2/10/2019,2019,2,10,,-1.5,,-8.8,,-5.2,,23.2,,0,,0,,10,,4.8,,3,E,10,,48,
-123.18,49.19,VANCOUVER INTL A,1108395,2/11/2019,2019,2,11,,-1.4,,-6.9,,-4.2,,22.2,,0,,0,,5.6,,5.6,,9,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/12/2019,2019,2,12,,-0.9,,-3.2,,-2.1,,20.1,,0,,0,,7.4,,6.8,,14,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/13/2019,2019,2,13,,1.6,,-4.1,,-1.3,,19.3,,0,,0,,2.4,,2.4,,20,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/14/2019,2019,2,14,,2.3,,-8.5,,-3.1,,21.1,,0,,0,,4,,6.2,,10,E,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/15/2019,2019,2,15,,3.5,,1.1,,2.3,,15.7,,0,,13.4,,0,T,13.4,,9,,8,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2/16/2019,2019,2,16,,5.4,,-0.6,,2.4,,15.6,,0,,0.2,,0,,0.2,,5,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/17/2019,2019,2,17,,6.3,,-0.8,,2.8,,15.2,,0,,0,,0,,0,,4,,29,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2/18/2019,2019,2,18,,3.7,,-1.9,,0.9,,17.1,,0,,0,,0,,0,,1,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/19/2019,2019,2,19,,2.8,,0.4,,1.6,,16.4,,0,,2,,0,T,5.2,,1,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/20/2019,2019,2,20,,6.1,,-0.2,,3,,15,,0,,0,,0,,0,,,,29,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2/21/2019,2019,2,21,,6.3,,-3.6,,1.4,,16.6,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2/22/2019,2019,2,22,,5.9,,0.9,,3.4,,14.6,,0,,5,,1,,6.6,,,,25,,48,
-123.18,49.19,VANCOUVER INTL A,1108395,2/23/2019,2019,2,23,,6.8,,1.1,,4,,14,,0,,1.8,,0,T,1.8,,,,8,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2/24/2019,2019,2,24,,6.7,,-1.6,,2.6,,15.4,,0,,0,,0,,0,,,,29,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2/25/2019,2019,2,25,,5.2,,-4.7,,0.3,,17.7,,0,,0,,0,,0,,,,9,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2/26/2019,2019,2,26,,6,,-6.5,,-0.3,,18.3,,0,,0,,0,,0,,,,7,,39,
-123.18,49.19,VANCOUVER INTL A,1108395,2/27/2019,2019,2,27,,5.2,,-4.1,,0.6,,17.4,,0,,0,T,0,,0,T,,,9,,45,
-123.18,49.19,VANCOUVER INTL A,1108395,2/28/2019,2019,2,28,,7.1,,-1,,3.1,,14.9,,0,,0,,0,,0,,,,21,,39,
-123.18,49.19,VANCOUVER INTL A,1108395,3/1/2019,2019,3,1,,6.3,,-4.5,,0.9,,17.1,,0,,0,,0,,0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/2/2019,2019,3,2,,6.9,,-4.6,,1.2,,16.8,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/3/2019,2019,3,3,,6,,-0.9,,2.6,,15.4,,0,,0,,0,,0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/4/2019,2019,3,4,,5.4,,-4.4,,0.5,,17.5,,0,,0,,0,,0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/5/2019,2019,3,5,,8,,-4.3,,1.9,,16.1,,0,,0,,0,,0,,,,29,,35,
-123.18,49.19,VANCOUVER INTL A,1108395,3/6/2019,2019,3,6,,4.5,,-4.7,,-0.1,,18.1,,0,,1.2,,0,T,1.2,,,,27,,37,
-123.18,49.19,VANCOUVER INTL A,1108395,3/7/2019,2019,3,7,,5,,0,,2.5,,15.5,,0,,1.2,,0,T,1.2,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/8/2019,2019,3,8,,6.2,,-0.1,,3.1,,14.9,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/9/2019,2019,3,9,,7,,-4.3,,1.4,,16.6,,0,,0,,0,,0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/10/2019,2019,3,10,,7.7,,-3.3,,2.2,,15.8,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/11/2019,2019,3,11,,7.2,,2.1,,4.7,,13.3,,0,,13.2,,0,T,13.2,,,,7,,42,
-123.18,49.19,VANCOUVER INTL A,1108395,3/12/2019,2019,3,12,,8.6,,1.6,,5.1,,12.9,,0,,3.8,,0,T,3.8,,,,29,,42,
-123.18,49.19,VANCOUVER INTL A,1108395,3/13/2019,2019,3,13,,10.2,,2.4,,6.3,,11.7,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/14/2019,2019,3,14,,9.9,,3.4,,6.7,,11.3,,0,,3,,0,,3,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/15/2019,2019,3,15,,12.5,,3.8,,8.2,,9.8,,0,,0.6,,0,,0.6,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/16/2019,2019,3,16,,11,,2.3,,6.7,,11.3,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/17/2019,2019,3,17,,11.9,,1.4,,6.7,,11.3,,0,,0,,0,,0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/18/2019,2019,3,18,,14,,1.2,,7.6,,10.4,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/19/2019,2019,3,19,,15.4,,2.9,,9.2,,8.8,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/20/2019,2019,3,20,,13.7,,1.8,,7.8,,10.2,,0,,0,,0,,0,,,,30,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,3/21/2019,2019,3,21,,16.7,,3.1,,9.9,,8.1,,0,,0,,0,,0,,,,11,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,3/22/2019,2019,3,22,,17.3,,8.4,,12.9,,5.1,,0,,0.8,,0,,0.8,,,,14,,42,
-123.18,49.19,VANCOUVER INTL A,1108395,3/23/2019,2019,3,23,,13.4,,5.1,,9.3,,8.7,,0,,0,T,0,,0,T,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/24/2019,2019,3,24,,10.6,,2.8,,6.7,,11.3,,0,,0,T,0,,0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/25/2019,2019,3,25,,11.4,,3.9,,7.7,,10.3,,0,,5,,0,,5,,,,28,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,3/26/2019,2019,3,26,,13,,6.9,,10,,8,,0,,2.4,,0,,2.4,,,,16,,35,
-123.18,49.19,VANCOUVER INTL A,1108395,3/27/2019,2019,3,27,,12.3,,0.1,,6.2,,11.8,,0,,0,,0,,0,,,,29,,41,
-123.18,49.19,VANCOUVER INTL A,1108395,3/28/2019,2019,3,28,,14.3,,6.2,,10.3,,7.7,,0,,0,,0,,0,,,,18,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,3/29/2019,2019,3,29,,14.2,,3.5,,8.9,,9.1,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/30/2019,2019,3,30,,13.7,,4,,8.9,,9.1,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,3/31/2019,2019,3,31,,13.9,,3.7,,8.8,,9.2,,0,,0,,0,,0,,,,21,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,4/1/2019,2019,4,1,,14.9,,3.2,,9.1,,8.9,,0,,0,,0,,0,,,,29,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,4/2/2019,2019,4,2,,15.8,,2.7,,9.3,,8.7,,0,,0,,0,,0,,,,28,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,4/3/2019,2019,4,3,,14.6,,9.1,,11.9,,6.1,,0,,19.6,,0,,19.6,,,,19,,45,
-123.18,49.19,VANCOUVER INTL A,1108395,4/4/2019,2019,4,4,,13.7,,8,,10.9,,7.1,,0,,0.4,,0,,0.4,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,4/5/2019,2019,4,5,,14.6,,7.9,,11.3,,6.7,,0,,5.6,,0,,5.6,,,,20,,50,
-123.18,49.19,VANCOUVER INTL A,1108395,4/6/2019,2019,4,6,,11.8,,7.1,,9.5,,8.5,,0,,4.8,,0,,4.8,,,,12,,61,
-123.18,49.19,VANCOUVER INTL A,1108395,4/7/2019,2019,4,7,,14.1,,6.8,,10.5,,7.5,,0,,4.2,,0,,4.2,,,,17,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,4/8/2019,2019,4,8,,11.4,,4.2,,7.8,,10.2,,0,,3,,0,,3,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,4/9/2019,2019,4,9,,13.2,,7.3,,10.3,,7.7,,0,,0.6,,0,,0.6,,,,29,,41,
-123.18,49.19,VANCOUVER INTL A,1108395,4/10/2019,2019,4,10,,11.8,,6.6,,9.2,,8.8,,0,,6.2,,0,,6.2,,,,17,,45,
-123.18,49.19,VANCOUVER INTL A,1108395,4/11/2019,2019,4,11,,9.1,,6.5,,7.8,,10.2,,0,,13,,0,,13,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,4/12/2019,2019,4,12,,11.4,,3.6,,7.5,,10.5,,0,,0,,0,,0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,4/13/2019,2019,4,13,,11.1,,6.9,,9,,9,,0,,10,,0,,10,,,,16,,59,
-123.18,49.19,VANCOUVER INTL A,1108395,4/14/2019,2019,4,14,,10.8,,3.6,,7.2,,10.8,,0,,0,T,0,,0,T,,,25,,39,
-123.18,49.19,VANCOUVER INTL A,1108395,4/15/2019,2019,4,15,,10.9,,3.6,,7.3,,10.7,,0,,0,,0,,0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,4/16/2019,2019,4,16,,12.3,,1.6,,7,,11,,0,,0.4,,0,,0.4,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,4/17/2019,2019,4,17,,15.4,,7.5,,11.5,,6.5,,0,,1.6,,0,,1.6,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,4/18/2019,2019,4,18,,11.6,,9.6,,10.6,,7.4,,0,,27,,0,,27,,,,9,,37,
-123.18,49.19,VANCOUVER INTL A,1108395,4/19/2019,2019,4,19,,13.6,,9.6,,11.6,,6.4,,0,,1.6,,0,,1.6,,,,28,,45,
-123.18,49.19,VANCOUVER INTL A,1108395,4/20/2019,2019,4,20,,13.6,,7.8,,10.7,,7.3,,0,,0,,0,,0,,,,29,,45,
-123.18,49.19,VANCOUVER INTL A,1108395,4/21/2019,2019,4,21,,14.9,,6.2,,10.6,,7.4,,0,,0,,0,,0,,,,13,,35,
-123.18,49.19,VANCOUVER INTL A,1108395,4/22/2019,2019,4,22,,11.3,,8.7,,10,,8,,0,,12.8,,0,,12.8,,,,7,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,4/23/2019,2019,4,23,,14.3,,9.4,,11.9,,6.1,,0,,0,T,0,,0,T,,,27,,35,
-123.18,49.19,VANCOUVER INTL A,1108395,4/24/2019,2019,4,24,,12.7,,6.1,,9.4,,8.6,,0,,0,,0,,0,,,,30,,54,
-123.18,49.19,VANCOUVER INTL A,1108395,4/25/2019,2019,4,25,,12.7,,1.1,,6.9,,11.1,,0,,0,,0,,0,,,,30,,39,
-123.18,49.19,VANCOUVER INTL A,1108395,4/26/2019,2019,4,26,,13.1,,7.7,,10.4,,7.6,,0,,0,,0,,0,,,,29,,42,
-123.18,49.19,VANCOUVER INTL A,1108395,4/27/2019,2019,4,27,,12.4,,6.5,,9.5,,8.5,,0,,0,,0,,0,,,,28,,78,
-123.18,49.19,VANCOUVER INTL A,1108395,4/28/2019,2019,4,28,,14.6,,1.9,,8.3,,9.7,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,4/29/2019,2019,4,29,,15.9,,2.2,,9.1,,8.9,,0,,0,,0,,0,,,,28,,37,
